Title,Description,Published At,Video URL,View Count,Like Count,Dislike Count,Comment Count,Tags,Duration (Minutes)
Dua Lipa - Training Season (Official Music Video),"Listen to 'Radical Optimism', the new album here: https://dualipa.lnk.to/radicaloptimism
Listen to 'Training Season' now: https://dualipa.lnk.to/trainingseason

Subscribe to the Dua Lipa channel for all the best and latest official music videos, behind the scenes and live performances. 
https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ?sub_confirmation=1

Follow Dua Lipa:
Instagram:  https://instagram.com/dualipa
Facebook: http://facebook.com/dualipa
TikTok: https://www.tiktok.com/@dualipaofficial
Twitter: http://twitter.com/dualipa
WhatsApp: https://dualipa.lnk.to/textme
_

Production Company: Somesuch
Director: Vincent Haycock 
Director of Photography: Rina Yang 
Producer: Whitney Jackson
UK Executive Producer: Tash Tan
US Executive Producer: Alli Maxwell 
UK Head of Production: Georgina Fillmore
Director MV Rep: Alexa Haywood
Commissioner: Theresa Adebiyi

Warner Marketing Director: Lottie Llewellyn 
Management: Radical22
Manager: Dugi Lipa
Day-to-day Manager: Sofia Gold
Marketing Director: Joel Quartey 
Producer: Pete Abbott
EA: Maisy Nicholson
PA: Olivia Moss

Production Supervisor: Meredith Kurey
Production Coordinator: Emily Shulmanovich
1st AD: Kenny Taylor
2nd AD: Ryan Bremond
2nd 2nd AD: Codi Veal 

BTS: Benji Gershon
BTS Stills: Elizabeth Miranda 
BTS Motion: Aysia Marotta 

1st AC: Matt Brewer 
2nd AC: James Jermyn
Lead Tech: Chris Dickson 
CLT: Warren Purfoy
Key Grip: Rudy Covarrubias
Editor: Vincent Haycock 
Editor Assistant: Julie Levy 
Colorist: Dante Pasquinelli 
VFX Company: Goldenchild 
Sound: Tom Paolantonio 

Artist Choreographer: Charm La'Donna 
Artist Choreographer Assist: Sharon June 
Artist Styling : Lorenzo Possoco 
Artist Styling Assist: Rae Hayden 
Artist Hair: Peter Lux 
Artist Makeup: Sam Visser
Beauty: Candy Glaze Lip Gloss Stick - Shade #4 YSL Beauty
Stand In: Samantha Grover 
Artist Nail Tech: Kim Truong

Production Designer: Christian Stone 
Art Coordinator: Christopher Steidle
Assistant Art Coordinator: Elie - Kaya Stone
Assistant Art Director: Kyle Kinsella 
Stunt Rigger: Buddy Sosthand 
Stunt Rigger: Jayson Dumenigo, Jayson Dumenigo
Cast Choreographer: Ryan Heffington 
Cast Choreographer Assist: Ryan Spencer 

Key Costumer: Natasha Newman-Thomas 
1st Assistant Costumer: Peyton Regan
Key Hair: Tilomai Hill 
1st Hair: Stacy Gonzalez
Key Makeup: Lisa Dempsey
1st Makeup: Julie Hassett",2024-08-28T11:42:47Z,https://www.youtube.com/watch?v=ZjBZ8MUnB0E,61780667,632377,,17535,"['dua lipa', 'dua', 'new rules', 'dua leepa', 'idgaf', 'scared to be lonely', 'be the one', 'future nostalgia', ""don't start now"", ""let's get physical"", 'break my heart']",3
"GloRilla, Megan Thee Stallion - Wanna Be","Music video by GloRilla, Megan Thee Stallion performing Wanna Be.© 2024 CMG/Interscope Records",2024-06-28T20:43:05Z,https://www.youtube.com/watch?v=BT_83vSP1es,107293770,825187,,20300,"['GloRilla', 'Megan Thee Stallion', 'CMG/Interscope Records', 'Hip Hop']",2
"Marshmello, Kane Brown - Miles On It (Official Music Video)","""Miles On It"" is out now!
 
Listen: https://KB.lnk.to/MilesOnIt
 
Marshmello:
Instagram: https://www.instagram.com/marshmello
Facebook: https://www.facebook.com/marshmello
Twitter: https://twitter.com/marshmello
Twitch: https://www.twitch.tv/marshmellomusic
TikTok: https://www.tiktok.com/@marshmello
 
Kane Brown:
Newsletter: https://smarturl.it/kbemailsubscribe
Official Website: https://kanebrownmusic.com
Instagram: https://www.instagram.com/kanebrown
Facebook:  https://www.facebook.com/kaneallenbrown
TikTok: https://www.tiktok.com/@kanebrown
Twitter: https://twitter.com/kanebrown
Text Kane at 615-205-1717
  
Lyrics:
Girl, let's go put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
 
New truck, big lift, old roads
We've been tearing up since way back when
But these wheels are innocent
New hitch, new seats, no history
And you just can't fake that
 
So, let's change that, girl, let's go put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
 
Put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
Put some miles on it
We could break it in
If you know what I mean
 
All night, no brakes, all tail, no gate
Ain't gotta try too hard
My baby's push to start
All torque, full speed, off road
On me zero to a hundred fast
 
My foot ain't touch the gas
I said, hey baby, slow it down
Let's make it last
You said, where's the fun in that
Yeah, let's go
 
Put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
 
Put some miles on it
We could break it in
If you know what I mean
 
Put some miles on it
We could break it in
If you know what I mean
 
Mile after mile after mile after mile
Turn up the night like that radio dial
Shoulder to shoulder where nobody knows
Know where we're going, we ain't going home
 
We're putting miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California king
We could break it in
If you know what I mean
 
Put some miles on it
Back of the Chevy with the engine running
Just you and me in a truck bed wide like a California King
We could break it in
If you know what I mean
Put some miles on it
 
We could break it in
If you know what I mean
Put some miles on it
 
We could break it in
If you know what I mean
Put some miles on it

http://vevo.ly/XHcj4a",2024-06-28T20:43:13Z,https://www.youtube.com/watch?v=RMmoyP_cpEg,17550190,170027,,5026,"['kane brown one thing right', 'marshmello vegas', 'marshmello new music', 'song of the summer', 'stagecoach', 'stagecoach performances', 'viral tiktok country song', 'country song of the summer', 'kane brown radio song', 'kane brown marshmello', 'new kane brown music', 'kane brown can feel it', 'in the air tour', 'kane brown live', 'kane brown tour', 'marshmello performance', 'Marshmello Kane Brown', 'Miles On It', 'Pop']",4
Laila! - Not My Problem (Official Music Video),"Laila! - Not My Problem
https://laila.ffm.to/gapyear
instagram: @prodlaila
Tiktok: @lailasmithmusic

NMP CREDITS
Label: IIIXL Studio
Directed by Otmara Marrero
Production Company: New Yerrk
Producer: Jamie Dolan
DP: Rob Bevis
Production Designer: Amelia Martinez
Editor: Jacqueline Xerri


Talent:
Laila: Laila!
Homegirls: Nabila “Bibi” Smith, Jeannel Briu , Nina Mari Palmisano 
Bad Boyfriend: Kieran Mayo 
Side Chick: Paloma Marie 
Manager: Nabila “Bibi” Smith
Call Center Girls: Chloe Lewis-Sylla, Jeannel Briu, Nina Mari Palmisano, Damis Pichardo
Journalists: Kierna Mayo, Annie Byrd, Effa Fouda, Joseph Shafaq, Luna Bessa , Alliyah Owoade, Camryn, Jake Greenblatt, Cosmo Sweeney

Crew:
Management: Jessica Chong
Steadicam Operator: Geoffrey Jean-Baptiste
1st AC: Willa Pisarski
Gaffer: Olivier Metzler
KG: Andrew Landreville
1st AD: Cosmo Sweeney
Sound Operator: Alex Majewski
Stylist: Tiffany Helena
HMUA: Eve Marie
Colorist: Loren White
AP: Dem Tam/Radish






PA(s): Jaafar Kalnabi, Zev Marinoff, MarieElena Martinago, Jake Greenblat, Emily Kornick, Jaden Caban

Special Thanks: Zingara Vintage, Arri Rentals, Deb Tam/Radish Films and Dara McIntosh


(c) IIIXL 2024",2024-08-24T15:34:05Z,https://www.youtube.com/watch?v=AUf2n2R4fI8,10395655,270369,,6826,"['Laila!', 'IIIXL Studio', 'R&B', 'Soul']",3
Jelly Roll - Liar (Official Music Video),"Jelly Roll - Liar (Official Music Video)

From the new album, Beautifully Broken out now
Listen here: https://jellyroll.lnk.to/beautifullybroken

Beautifully Broken Tour on-sale now:
Tickets: jellyroll615.com 

Jelly Roll Socials: 
Webstore - https://jellyroll615.com/
Instagram - http://instagram.com/jellyroll615 
Facebook - https://www.facebook.com/TheRealJellyRoll
Twitter - http://twitter.com/jellyroll615
TikTok - https://www.tiktok.com/@officialjellyroll

SUBSCRIBE - https://ffm.link/jellyrollyoutubesubscribe

Lyrics:

I, I let you drive around my mind 
I can't count the times you made me feel like I’m nothin'
Played me like a fool 
Like a fool

Sayin' drink another whiskey 
Pop another pill 
Money makes you happy 
Heaven isn’t real 
You won’t find nobody to love 
Because your heart’s too broke 
Now I know 

You ain’t nothin but a liar 
Yeah I walked right out the fire 
Yeah you tried to keep me down 
Tried to put me underground 
But I’m only goin' higher 

I can hear you in my head 
In my bed when i’m dreamin' 
You try to be my friend but you’re blowin’ smoke 
Oh and now I ain’t scared of tellin’ you where you can go
'Cause I know 

You’re nothin’ but a lie
You burned me one too many times 
Like a devil in disguise hidin’ your true colors
Just leave me alone
Keep leadin’ me on

Sayin' drink another whiskey 
Pop another pill 
Money makes you happy 
Heaven isn’t real 
You won’t find nobody to love 
Because your heart’s too broke 
Now I know 

You ain’t nothin’ but a liar 
Yeah I walked right out the fire 
Yeah you tried to keep me down 
Tried to put me underground 
But I’m only goin' higher 

I can hear you in my head 
In my bed when I’m dreamin' 
You try to be my friend but you’re blowin’ smoke 
Oh and now I ain’t scared of tellin’ you where you can go
'Cause I know 
You’re nothin’ but a liar

If I was doing what you do
You would say I poisoned you

You’re nothin’ but a liar 
Yeah I walked right out the fire 
Yeah you tried to keep me down 
Tried to put me underground 
But I’m only goin' higher 

I can hear you in my head 
In my bed when I’m dreamin' 
You try to be my friend but you’re blowin’ smoke 
Oh and now I ain’t scared of tellin’ you where you can go
'Cause I know 
You’re nothin’ but a liar

#JellyRoll #liar #beautifullybroken",2024-08-24T15:39:25Z,https://www.youtube.com/watch?v=HcNILY4gtNI,10582316,150367,,5265,"['Jelly Roll', 'im not okay', ""i'm not okay"", 'i am not okay', 'jelly roll im not ok', 'im not ok jelly roll', 'i am not ok jelly roll', 'jelly roll new songs', 'jelly roll i am not okay', 'jelly roll im not okay lyrics', 'i am not ok lyrics', 'im not ok jelly roll lyrics', 'jelly roll save me', 'jellyroll', 'lyrics', 'liar', ""you ain't nothing but a liar"", 'jelly roll liar', 'You’re nothin’ but a liar', 'liar jelly roll', 'jelly new music', 'beautifully broken', 'jelly new album', 'liar music video', 'jelly roll music video']",3
"FloyyMenor, Cris MJ - Gata Only","FloyyMenor FT Cris MJ - GATA ONLY  (Video Official) | EL COMIENZO

🔔Suscríbete Al Canal de Floyymenor: https://bit.ly/3P0h0pl  

Escucha ""GATA ONLY"" aqui!
https://floyymenor.lnk.to/GATAONLY 

Redes FloyyMenor
https://floyymenor.lnk.to/gnrl 

Redes Cris MJ
https://www.instagram.com/cris_emejota  
https://www.tiktok.com/@crismjofficial1 

Letra
Ey
Mami, te siento lejo, dime dónde estás
Te quiero chingar, te voy a raptar
Déjate llevar, apaga el celular
Que si estás conmigo, no te va a pasar na

Solo déjate llevar
Tate atenta a la fuga
(Si yo quiero contigo y tú quiere' conmigo)
(Dime si se da, rrr)

Ba-ba-baby, dale, ponte pa' mí, follow me
Tú ere', like, for me y yo 'toy pa' ti
Gata, tú está' only, mándame tu ubi
Mueve los cachete' al ritmo del TikTok

Conmigo esa gata se escapó
Y, еn su casa, nadie lo notó
Que conmigo la baby esta nochе la pasó cabrón
Gata, pon el celu en modo avión
Tú mi loca y yo, tu locotrón
Tú te pone' pa' mí y yo por ti me tiro to'a la misión

Mami, te siento lejo', dime dónde estás
Te quiero chingar, te voy a raptar
Déjate llevar y apaga el celular
Que si estás conmigo, no te va a pasar na'

Solo déjate llevar
'Tate atenta a la fuga
Si yo quiero contigo y tú quiere' conmigo
(Dime si se da)

Ba-ba-baby, dale, ponte pa' mí, follow me
Tú ere', like, for me, yo tu Brad Pitt
Gata, tú está' only, mándame tu ubi
Mueve los cachete' al ritmo del TikTok

Conmigo esa gata se escapó
El que la rompe soy yo
Me la robó de menor

Otra noche dándote, dándote
Tocándote, calentándote
Así, bailándote
Al oído, gimiéndome

Y yo la sigo enamorando, regalando
Te estoy comprando
Lo que uste', mamita, quiere
Ahora nos 'tamo alejando, no te estoy viendo, los día' volando
Estar sola, tú prefiere'

Ven y dame un chance pa' guayarte
Allá vamo' a mojarte toa' las parte'
To'a la noche dándote, dándote
Tocándote, calentándote

Baby, dale, ponte pa' mí, follow me
Tú ere', like, for me, yo tu Brad Pitt
Gata, tú está' only, mándame tu ubi
Mueve los cachete' al ritmo del TikTok

Conmigo esa gata se escapó
El que la rompe soy yo
Me la robó de menor

Ey
Ya tú sabe' quiéne', ya tú sabe' quienes somo'
Ey
FloyyMenor
Cris Mj, El Más Que Suena
(Ah-ah-ah, ah-ah-ah)
FloyyMenor
'Tamo matando, brr
Ja

(Mami, te siento lejo', dime dónde estás)
(Te quiero chingar, te voy a raptar)
(Déjate llevar, apaga el celular)
(Que si estás conmigo, no te va a pasar na')

Tú y yo en La Serena
Por la Avenida del Mar
(Si yo quiero contigo y tú quiere' conmigo)
(Dime si se da)
Tra, tra, tra, tra, tra, tra, tra, tra
Ja-ja
Muah
Pa' que sepa'

¥ATU$4EQUI€NE$OMO

#floyymenor #gataonly #newmusic",2024-06-28T20:42:28Z,https://www.youtube.com/watch?v=-r687V8yqKY,525401050,2909113,,75956,"['FloyyMenor', 'Cris', 'Gata', 'Only', 'under', 'exclusive', 'license', 'UnitedMasters', 'LLC', 'Latin']",3
Benson Boone - Slow It Down (Official Music Video),"Benson Boone - Slow It Down (Official Music Video)

Listen to 'Fireworks & Rollerblades' the debut album from Benson Boone now at: https://BensonBoone.lnk.to/FireworksRollerblades
Listen to the song now at: https://BensonBoone.lnk.to/SlowItDown

🔔 Subscribe to Benson's Channel: https://bit.ly/3RV5Na8

Follow Benson Boone:
http://www.BensonBoone.com
https://www.Tiktok.com/@bensonboone
http://www.Instagram.com/BensonBoone
http://www.Twitter.com/BensonBoone
http://www.Facebook.com/BensonBoone

Credits:
Directed and edited by Matt Eastin
Produced by Violet Media, Inc.
Director of Photography Ty Arnold
Additional footage by Aaron Hymes
Production Coordinators: Ren Wightman and Shane Gelinas
Graphics and titles by GreatWork
Lighting Design by Joshua Carrasco
G&E:  Adrian Ramirez and Gavin Samples
Production Assistants:  McLean Long & Violet Aseneth

Writer(s) : Benson Boone, Connor McDonough, Jackson LaFrantz Larsen, Jason Evigan, Riley
McDonough
Masterer : Randy Merrill
Mixer : Alex Ghenea
Producer : Connor McDonough, Jason Evigan, Riley McDonough

Lyrics:
I’d never met you but I wanted
To invite you to the party
Then you walked in
With those green eyes never stolen by nobody

And they flicker to the future
For a moment I could picture
Then you touch me
And I come back and we’re talking on the staircase

Bout your big dreams, on the big screen
Out of Georgia now you’re lonely in this city
Lying with me
And you’re scared it’s moving quickly

Now you’re crying
You’re in pieces
Cause the only love you’ve ever known is Jesus
I can feel it
And I hate that I’m the reason that you’re
You’re in your head right now
While your whole world is spinning out

So slow it down
Take a moment now
We’re too young to drown
Deep in dirty waters
Full of hopeless doubts
Let me pull you out
Let me hold you now
let me help you slow it down

Ain’t it funny, how it changes
How a future rearranges
I get nervous, oh I’m anxious
Maybe loving you is dangerous
I could lose you like the others
Only girl that’s never left me is my mother
Oh I love her
And I know you probably hate it

But I’m in my head my head right now

So slow it down
Take a moment now
We’re too young to drown
Deep in dirty waters
Full of hopeless doubts
Let me pull you out
Let me hold you now
let me…

Slow it
Slow it down
When you’re on the ground
And you’re crying
I’m just trying
To slow it down
When you’re spinning round
In your head

I’ll help you slow it down

#BensonBoone #SlowItDown #FireworksandRollerblades",2024-06-28T20:42:16Z,https://www.youtube.com/watch?v=f4Y3b7un4LE,54296009,454375,,11690,"['Benson Boone', 'Slow It Down Official Music Video', 'Benson Boone Slow It Down', 'Benson Boone Slow It Down Official Music Video', 'Benson Boone lyrics', 'Slow It Down lyrics', 'Benson Boone Slow It Down lyrics', 'Fireworks & Rollerblades', 'Benson Boone Album', 'Album Benson Boone', 'Benson Boone Fireworks & Rollerblades', 'Fireworks & Rollerblades Benson Boone', 'Beautiful Things', 'slow it down', 'benson boone new song', 'slow it down benson boone', 'benson boone new music', 'new song', 'beautiful things']",3
Billie Eilish - CHIHIRO (Official Music Video),"HIT ME HARD AND SOFT, the new album from Billie Eilish, is out now. Shop exclusive vinyl and CD: https://BillieEilish.lnk.to/Store 

Directed by Billie Eilish

Listen to HIT ME HARD AND SOFT: http://BillieEilish.lnk.to/HITMEHARDANDSOFT 
Get tickets: https://BillieEilish.lnk.to/TourDates

Follow Billie Eilish:
TikTok: https://BillieEilish.lnk.to/TikTok
Instagram: https://BillieEilish.lnk.to/Instagram
Facebook: https://BillieEilish.lnk.to/Facebook
Twitter: https://BillieEilish.lnk.to/Twitter
YouTube: https://www.youtube.com/billieeilish 
WhatsApp: https://BillieEilish.lnk.to/WhatsApp 
Email: https://BillieEilish.lnk.to/SignUp 
Store: https://BillieEilish.lnk.to/Store 
Cell: +1 (310) 807-3956

Music video by Billie Eilish performing CHIHIRO. © 2024 Darkroom/Interscope Records

http://vevo.ly/6jRUR8",2024-06-28T20:41:46Z,https://www.youtube.com/watch?v=BY_XwvKogC8,76139799,1489312,,33840,"['Billie', 'Eilish', 'CHIHIRO', 'Darkroom/Interscope', 'Records', 'Alternative']",5
JADE - Angel Of My Dreams (Official Video),"JADE - Angel Of My Dreams (Official Video)

'Angel Of My Dreams’ here: https://jade.me/AOMDAY 

Written & Directed by Aube Perrie 

Global Head of Music: Rik Green 
Executive Producer: Elena Argiros 
Production Co: Pulse Films 
Producers: Two Happy (Joseph Goldman & Luke Tierney) 

Label: RCA, Sony Music 
Video Commissioner: Kat Cattaneo 
Head Of Marketing: Will Stevens 
Head Of Digital: Holly Stevens 
Label Creative Director: Joy Elton 
Management: Amy Tuffnell & Kevin Beisler 
Artist Creative Director: Claire Arnold 

Starring 
Srbo Markovic as M 
Millie O’Brien as The Personal Assistant 
Molly as Jade’s Dog 
Robin Wilson & Rich Allen as Jade's Security Staff 
Carl Murphy as Ticket Man 
Taylor Coombes as The Gum Journalist 
Charlie Locke as The Tattoo Fan 
Mimi Smithson as The Vomiting Fan 
Pearl Leary, Lashay Harvey, Samuel Mena Garcia & Mette Linturi as The Angels 

1st Assistant Director: James Dyer 

DOP: Chris Ripley 

Editor: Gwen Ghelid 

Line Producer: Becki Powers 
Production Manager: Emily Mulkerrins 
Production Coordinator: Rosie Ings 
Production Assistant: Becky Williams 
Production Runner: Fin George 
Production Runner: Sian Thomas 
Production Runner: Louis Evgeniou 
Production Runner: Jacob Lewis 
Production Runner: Matilda Dawes 
Production Runner: Hannah Schupp 
Production Runner: Marco Petulla 
Runner Driver: Rory Purdy 
Work Experience: Emma Raskew 

2nd AD: Jessica Horne 
2nd AD: Anastasia Soviak 
3rd AD: Rowan Hutchings 

Locations Manager: Titus Penate 
Locations Assistant: Cecilia Payne 

A - Unit Focus Puller: Orlando O’Mahoney Morris 
A - Unit Loader: Natalie Brown 
A - Unit Camera Assistant DIT: Kian Bradshaw 
B - Unit Camera Operator: Joe Morris 
B - Unit Focus Puller: Phil Heron 
B - Unit Camera Assistant: Jack Plumridge 

Gaffer: Steve Cameron 
Spark: Shaun Clarke 
Spark: Akeel Fleary 
Spark: Harry Newman 
Spark: Luke Makepeace 
Spark: Mark Haley 
Spark: Charlie Lane 

Key Grip: Dave Bradshaw 

Sound Recordist: Simon Haggis 
Sound OP: Anthony Leung 
Sound OP: Ben Niblett 
Sound Assistant: Jack Simpson 
Sound Assistant: Julia Roberts 

Photographer: Frayser Thorne 

Cast Stylist: Ellie Walker 
Styling Team: Henry Hawksworth 
Styling Team: Hollie Carson 

MUA Lead: Natasha Lawes
MUA: Marta Wozniak 
MUA: Agnieszka Kukulka 
MUA: Anya McDevitt 
Artists Hair: Aaron Carlo 
Artists MUA: Mona Leanne 

Artists Stylist: Zack Tate 
Artists Stylist: Jamie McFarland 
Artists Seamstress: Su Haines 

SFX: Dan Martin 
SFX: Elliott Lidgey 
SFX: Beth Leigh 

Art Director: Sarah Asmail 
Junior Art Director: Hannah Smith 
Props: Eddie Amos 
Props: Naomi Feld 
Props: Lucia Barsegian 
Props: Felix Villiers 
Construction: Toby Caldecott CDL Construction 

Choreographer: Blake John Wood 
Choreographer Assistant: Samuel Mena Garcia 
Lead Dancer: Pearl Leary 
Lead Dancer: Lashay Harvey 
Lead Dancer: Samuel Mena Garcia 
Lead Dancer: Mette Linturi 

Stunt Coordinator: Dean Foster 
Stunt Performer: Nadia Hansell 

Dog Handler: Sue Clark 

Action Vehicle: Tobias Williams 

Security: D-Loc 
Medic: Steven Sumner, Batatia Felli 
Catering: Luluz 

VFX: Selected Works 
VFX Sup: Pete Hodsman 
Lead Online Artist: Dave Wishart 
Head of Production: Kate Ryan 

Freelance VFX artist: Jonas Thorhallsson 
Freelance VFX producer: Erfan Saadati 
Freelance VFX artist: Stephen Stephenson 

Color house: Ethos Studio 
Colorist: Kaitlyn Battistelli 
Color Producer: Nat Tereshchenko 

Sound Design: Mark Hellaby 
Sound House: 750MPH 
Sound Producer: Tara O’Kelly 

Casting: Lane 
Casting Director: Hannah Ashby Ward 

Background extras: Talent Talks 

Directors Rep: Hands 

Filmout: Cinelab 
Filmout Producer: Ryan Morris 

Camera Kit: Hotcam & Panavision 

- 

CAST - Background Extras 
Journalists: Noreen Goodwin, Parveen Sharma 

Fans: Lesday Vanessa Amu Zamora, Pollyanna Hailer, Stevie Patten, Jamie Redman, Saffron Roberts, Raman Kribi, Danielle Donnelly, Luke Muangsiri, Jasmine Timms, Khadija Hunter, Chloe Acheampong, Belle Adams, Isabella Carvalho, Rhonwen Cash 

Paparazzis: Vassili Chouroupov, Prem Goswami, Dominic Damesick, Peter Wilkinson, Sidney Charity, Naomi Camara, Stephen Pask 

Extras Angels: Lara Sanha, Grian Chatten, Munya Jani Muvami, George Gilbert, Nasryne, Tani Coen, Jiayin, Esha, Anya Newall 

Photoshoot Crew: Lee Hoy, Cathy Brooks, Pablo, Lemmar, Maria, Jane 

–

Follow JADE:
Instagram: https://jade.me/SocialsAY/instagram 
Twitter: https://jade.me/SocialsAY/x 
YouTube: https://jade.me/SocialsAY/youtube 
Tiktok: https://jade.me/SocialsAY/tiktok 
 
Official website: https://www.jadeofficial.com/ 
 
Join The Jade Room:
Instagram: https://thejaderoom.lnk.to/SocialsAY/instagram 
Tiktok: https://thejaderoom.lnk.to/SocialsAY/tiktok 
Discord: https://thejaderoom.lnk.to/SocialsAY/discord 
 
The Jade Room: https://www.thejaderoom.com 


#JADE #AngelOfMyDreams",2024-08-24T15:36:17Z,https://www.youtube.com/watch?v=UEc-oy93lf8,10900772,263891,,18597,"['Jade thirlwall', 'jade htirlwall', 'jaed thirlwall', 'jade thirlwal', 'iade thirlwall', 'nade thirlwall', 'uade thirlwall', 'jsde thirlwall', 'little mix', 'littlemix', 'lilmix', 'litle mix', 'perrie edwards', 'perri edwards', 'leighanne pinnock', 'leigh anne pinnock', 'pinnok', 'music video', 'official video', 'aomd', 'angel of my dreams', 'nagel of my dreams', 'angel of my derams', 'angel fo my dreams', 'angel of my draems', 'sngel of my dreams', 'zngel of my dreams', 'pop', 'touch', 'shoutout to my ex', 'black magic']",3
Nate Smith - Bulletproof (Official Music Video),"Listen to “Bulletproof” out now, from the EP, ‘Through The Smoke’: https://NS.lnk.to/TTSAY
 
Follow Nate:
TikTok: https://NS.lnk.to/ProfileAY/tiktok
Instagram: https://NS.lnk.to/ProfileAY/instagram
Facebook: https://NS.lnk.to/ProfileAY/facebook   
Twitter: https://NS.lnk.to/ProfileAY/twitter
Visit Website: https://NS.lnk.to/ProfileAY/officialsite  

Lyrics: 
Usually these ol’ neon lights
Are pretty good for bad goodbyes
They got some girls off of my mind
But baby not tonight
‘Cause I’ve been putting in overtime
Trying to get over your leaving
You’re still right here on my mind
You sure did a number on me
I’ve tried Jack, I’ve tried Jim
I’ve tried every last one of them
Ol’ heartbreak bottles up on that shelf
But the burn don’t work and the buzz don’t help
Been taking these shots, shots, shots
80, 90, everything they’ve got
But the whiskey don’t kill like it’s supposed to do
Baby, your memory must be bulletproof
There ain’t no way I’m driving home
I’m three sheets, done tied one on
But this liquor ain’t as strong
As your sweet love is
I’ve tried Jack, I’ve tried Jim
I’ve tried every last one of them
Ol’ heartbreak bottles up on that shelf
But the burn don’t work and the buzz don’t help
Been taking these shots, shots, shots
80, 90, everything they’ve got
But the whiskey don’t kill like it’s supposed to do
Baby, your memory must be bulletproof
All my favorite country songs
Guess they must’ve got it wrong
‘Cause I’m still here and you ain’t gone
You ain’t gone, baby
I’ve tried Jack, I’ve tried Jim
I’ve tried every last one of them
Ol’ heartbreak bottles up on that shelf
But the burn don’t work and the buzz don’t help
Been taking these shots, shots, shots
80, 90, everything they’ve got
But the whiskey don’t kill like it’s supposed to do
Baby, your memory must be bulletproof
All my favorite country songs
Guess they must’ve got it wrong
‘Cause I’m still here and you ain’t gone
You ain’t gone, baby
You ain’t gone, baby
Baby, your memory must be bulletproof",2024-06-28T20:41:15Z,https://www.youtube.com/watch?v=yqW7__yIZuA,11901129,72417,,920,"['Nate smith', 'bulletproof', 'album', 'chasing cars', 'Wreckage', 'world on fire', 'Im little damaged', 'but damn you saw the good', 'official', 'lyrics', 'Oil Spot', 'Better Boy', 'Whiskey On You', 'MOTi Remix', 'found you', 'was trainwreck', 'in dive bar', 'going nowhere in this town', 'acoustic', 'whiskey on you acoustic', 'demps', 'katie dempsey', 'line em up', 'line them up', 'country music', 'performance', 'you got under my skin', 'wildfire', 'reckless', 'she', 'Kameron Marlowe', 'spencer Crandall tyler braden', 'tiktok']",3
